drug	total_sample_count	training_sample_count	testing_sample_count	type	pp	model	RMSE	Rsquare	COR
ERLOTINIB	604	423	181	mo	scale+nzv+pca	glm	0.05883049607920673	0.09125559940328658	0.30208541739595207
ETOPOSIDE	619	433	186	panel	scale+nzv	glm	0.20390279537484582	0.0509895659825412	0.225808693328094
ETOPOSIDE	619	433	186	panel	scale+nzv+pca	glm	0.20787300108487966	0.009988488335006806	0.09994242510068888
ETOPOSIDE	619	433	186	mo	scale+nzv	glm	0.20621037200610753	0.047712599008837266	0.2184321382233788
ETOPOSIDE	619	433	186	mo	scale+nzv+pca	glm	0.20270361087042896	0.058503069124486336	0.24187407699976105
ETP-45835	642	449	193	panel	scale+nzv	glm	0.010693605353767137	NA	NA
ETP-45835	642	449	193	panel	scale+nzv+pca	glm	0.01064689220759892	0.015902006990353653	0.12610316011247955
ETP-45835	642	449	193	mo	scale+nzv	glm	0.010693605353767137	NA	NA
ETP-45835	642	449	193	mo	scale+nzv+pca	glm	0.010649862528115542	0.012214581717855019	0.11051959879521378
EX-527	636	445	191	panel	scale+nzv	glm	0.015894366828310292	NA	NA
EX-527	636	445	191	panel	scale+nzv+pca	glm	0.015948076346281755	0.003641261334160587	-0.060342864815656434
EX-527	636	445	191	mo	scale+nzv	glm	0.01595653700902277	2.164711013668939e-4	0.014712956921261405
EX-527	636	445	191	mo	scale+nzv+pca	glm	0.01596623472688115	0.0034068264053972457	-0.05836802553965009
FH535	612	428	184	panel	scale+nzv	glm	0.15071796675501817	0.002999101359122075	0.054764051704764095
FH535	612	428	184	panel	scale+nzv+pca	glm	0.15054070383617155	0.005298714703747736	0.0727922709066542
FH535	612	428	184	mo	scale+nzv	glm	0.14821022742606618	0.03619525218958297	0.19025049852650314
FH535	612	428	184	mo	scale+nzv+pca	glm	0.1506418854051053	0.01412132176397619	0.1188331677772506
FILANESIB	633	443	190	panel	scale+nzv	glm	0.23140048336310173	0.21400644483415324	0.46260830605832537
FILANESIB	633	443	190	panel	scale+nzv+pca	glm	0.23653251418404547	0.19565418934522294	0.442328146679841
FILANESIB	633	443	190	mo	scale+nzv	glm	0.22701620819321663	0.2435935144191777	0.4935519369014549
FILANESIB	633	443	190	mo	scale+nzv+pca	glm	0.2348223949380964	0.1933999587763126	0.439772621676603
FLUDARABINE	532	372	160	panel	scale+nzv	glm	0.11411190850101934	0.011971309093605205	0.10941347765977098
FLUDARABINE	532	372	160	panel	scale+nzv+pca	glm	0.11364599028536755	0.02600867334020398	0.16127204760963376
FLUDARABINE	532	372	160	mo	scale+nzv	glm	0.10941861577541571	0.0904703841076958	0.30078295182356296
FLUDARABINE	532	372	160	mo	scale+nzv+pca	glm	0.11246555143061474	0.03793595555048739	0.19477154707627958
FMK, KIN001-242	571	400	171	panel	scale+nzv	glm	0.022514496670495477	0.0024673261080240707	0.0496721864630909
FMK, KIN001-242	571	400	171	panel	scale+nzv+pca	glm	0.022344176392225117	0.005869154077392895	0.07661040449829837
FMK, KIN001-242	571	400	171	mo	scale+nzv	glm	0.022331297753915843	0.009837383059612322	0.09918358261129874
FMK, KIN001-242	571	400	171	mo	scale+nzv+pca	glm	0.022242898942450226	0.012357253055225732	0.11116318210282455
FORETINIB	661	463	198	panel	scale+nzv	glm	0.13727268091245357	0.06932689973508513	0.2633000184866783
FORETINIB	661	463	198	panel	scale+nzv+pca	glm	0.1425949422533066	0.012212269096446234	0.11050913580535428
FORETINIB	661	463	198	mo	scale+nzv	glm	0.135002640338401	0.09970957888663531	0.3157682360318012
FORETINIB	661	463	198	mo	scale+nzv+pca	glm	0.1423861277915112	0.024536399762541645	0.15664099004584223
FR-180204	641	449	192	panel	scale+nzv	glm	0.028666282026910767	0.0031239913860100716	0.055892677391676915
FR-180204	641	449	192	panel	scale+nzv+pca	glm	0.027798083610562713	0.014995922550639619	0.1224578398904685
FR-180204	641	449	192	mo	scale+nzv	glm	0.027489691273431	0.03325245700800324	0.1823525623839798
FR-180204	641	449	192	mo	scale+nzv+pca	glm	0.027036219732623004	0.0673460999899338	0.25951127141211766
FTI-277	620	434	186	panel	scale+nzv	glm	0.034708444683541895	0.006412038642565377	0.0800752061662371
FTI-277	620	434	186	panel	scale+nzv+pca	glm	0.03459512636192643	0.0167748845850078	0.1295178929144842
FTI-277	620	434	186	mo	scale+nzv	glm	0.03446263231956377	0.0183267972056076	0.1353765016744324
FTI-277	620	434	186	mo	scale+nzv+pca	glm	0.034545955675718124	0.02482822609991528	0.15756974995193487
FTY-720, FINGOLIMOD HYDROCHLORIDE; GILENYA; TDI-132; IMUSERA; GILENIA	638	447	191	panel	scale+nzv	glm	0.08089453532581437	NA	NA
FTY-720, FINGOLIMOD HYDROCHLORIDE; GILENYA; TDI-132; IMUSERA; GILENIA	638	447	191	panel	scale+nzv+pca	glm	0.08049087816974289	0.01396920539004527	0.11819139304553979
FTY-720, FINGOLIMOD HYDROCHLORIDE; GILENYA; TDI-132; IMUSERA; GILENIA	638	447	191	mo	scale+nzv	glm	0.07909846459890048	0.04274796126116965	0.2067558010339
FTY-720, FINGOLIMOD HYDROCHLORIDE; GILENYA; TDI-132; IMUSERA; GILENIA	638	447	191	mo	scale+nzv+pca	glm	0.0798286956684246	0.02581382598093303	0.16066681667641589
FULVESTRANT	584	409	175	panel	scale+nzv	glm	0.012690054404257986	0.05003335347435699	0.223681365952457
FULVESTRANT	584	409	175	panel	scale+nzv+pca	glm	0.012895759046760148	0.0212454991995734	0.14575835893551148
FULVESTRANT	584	409	175	mo	scale+nzv	glm	0.012383612900062846	0.08960103470756003	0.2993343192945975
FULVESTRANT	584	409	175	mo	scale+nzv+pca	glm	0.012817280518287516	0.02954165309297585	0.17187685444228915
GALLIBISCOQUINAZOLE	532	372	160	panel	scale+nzv	glm	0.017824388903532037	0.06743509101787003	0.2596826736959361
GALLIBISCOQUINAZOLE	532	372	160	panel	scale+nzv+pca	glm	0.01819714503545883	0.02272238981569499	0.15073947663334575
GALLIBISCOQUINAZOLE	532	372	160	mo	scale+nzv	glm	0.017391865537913633	0.10256908694549625	0.3202640893785881
GALLIBISCOQUINAZOLE	532	372	160	mo	scale+nzv+pca	glm	0.017873896780447714	0.04900208940705276	0.22136415565093812
GDC-0068	552	386	166	panel	scale+nzv	glm	0.07649244407584602	0.069837366899692	0.264267604711005
GDC-0068	552	386	166	panel	scale+nzv+pca	glm	0.07818900509569972	0.025862799633549517	0.16081915194885688
GDC-0068	552	386	166	mo	scale+nzv	glm	0.07534278426068389	0.13317074686054886	0.3649256730630895
GDC-0068	552	386	166	mo	scale+nzv+pca	glm	0.07940653078483684	0.005868548935432585	0.07660645492014746
GDC-0810	552	386	166	panel	scale+nzv	glm	0.020217029775580053	0.0452972180006805	0.212831430951071
GDC-0810	552	386	166	panel	scale+nzv+pca	glm	0.020665457430989905	0.004844540146236347	0.0696027308820304
GDC-0810	552	386	166	mo	scale+nzv	glm	0.020037790756635775	0.05968199459734695	0.24429898607515127
GDC-0810	552	386	166	mo	scale+nzv+pca	glm	0.02059796793808241	0.017677495439904083	0.13295674273952443
GDC-0941	668	468	200	panel	scale+nzv	glm	0.13551414615191992	0.001912730830596467	0.04373477827309139
GDC-0941	668	468	200	panel	scale+nzv+pca	glm	0.13487923057516168	0.005840067146738866	0.07642033202452647
GDC-0941	668	468	200	mo	scale+nzv	glm	0.13513898118261167	0.006906253490135696	0.08310387169161071
GDC-0941	668	468	200	mo	scale+nzv+pca	glm	0.13692433101675303	2.1437666982461064e-4	-0.0146416074877252
GEFITINIB	667	467	200	panel	scale+nzv	glm	0.054900560981705086	0.01693373006657681	0.13012966635850878
GEFITINIB	667	467	200	panel	scale+nzv+pca	glm	0.05555174689486172	1.8110813158462422e-4	-0.013457642125744919
GEFITINIB	667	467	200	mo	scale+nzv	glm	0.05300139473469477	0.09031407732145413	0.3005230063097568
GEFITINIB	667	467	200	mo	scale+nzv+pca	glm	0.055299181102150034	0.004503003653216533	0.06710442349962134
GEMCITABINE	653	457	196	panel	scale+nzv	glm	0.314237363140004	0.0029791028832896393	-0.05458115868401512
GEMCITABINE	653	457	196	panel	scale+nzv+pca	glm	0.31091654091574683	0.008960794087401476	0.09466147097632424
GEMCITABINE	653	457	196	mo	scale+nzv	glm	0.3100976198114077	0.015183611100221074	0.12322179636826057
GEMCITABINE	653	457	196	mo	scale+nzv+pca	glm	0.3074934154820907	0.028252524771521136	0.16808487371420766
GENENTECH CPD 10	636	445	191	panel	scale+nzv	glm	0.14945495280894908	0.07425650254876652	0.27250046339183814
GENENTECH CPD 10	636	445	191	panel	scale+nzv+pca	glm	0.14843653391441375	0.07682090557366962	0.27716584489014806
GENENTECH CPD 10	636	445	191	mo	scale+nzv	glm	0.14370061977162424	0.1381375031651091	0.37166853938033156
GENENTECH CPD 10	636	445	191	mo	scale+nzv+pca	glm	0.1454717549035949	0.1165564126083091	0.34140359196749687
GNE-317, GNE317, GNE 317	540	378	162	panel	scale+nzv	glm	0.12686379651781304	0.0013748165798842158	0.037078519116655884
GNE-317, GNE317, GNE 317	540	378	162	panel	scale+nzv+pca	glm	0.12486903754717991	0.02382020183139754	0.15433794682902044
GNE-317, GNE317, GNE 317	540	378	162	mo	scale+nzv	glm	0.12677184922498896	0.0018301365164268193	0.042780094862293366
GNE-317, GNE317, GNE 317	540	378	162	mo	scale+nzv+pca	glm	0.12482285428122267	0.02764882561844699	0.16627936016970654
GNF-2	237	166	71	panel	scale+nzv	glm	0.043414995913461076	NA	NA
GNF-2	237	166	71	panel	scale+nzv+pca	glm	0.04257774370849776	0.06627560670359064	0.2574404915773559
GNF-2	237	166	71	mo	scale+nzv	glm	0.05610575297185977	0.10954051135015479	0.3309690489307947
GNF-2	237	166	71	mo	scale+nzv+pca	glm	0.042672392290446566	0.04394271203717424	0.20962517033308342
GS-9973	532	372	160	panel	scale+nzv	glm	0.03974136040095703	1.0141070062536651e-4	0.010070288011043503
GS-9973	532	372	160	panel	scale+nzv+pca	glm	0.03905169424736077	7.757723908172185e-5	0.008807794223397924
GS-9973	532	372	160	mo	scale+nzv	glm	0.039543534201657536	0.0026220925191525945	0.05120637186085922
GS-9973	532	372	160	mo	scale+nzv+pca	glm	0.03955742678295556	1.8746580491078355e-5	-0.004329732150038655
GSK1059615	635	444	191	panel	scale+nzv	glm	0.1937396666636683	0.04110276729048089	0.20273817423090523
GSK1059615	635	444	191	panel	scale+nzv+pca	glm	0.19772140856548698	0.018400435795045283	0.13564820601484298
GSK1059615	635	444	191	mo	scale+nzv	glm	0.19325986006967458	0.051592387066530736	0.22713957617846067
GSK1059615	635	444	191	mo	scale+nzv+pca	glm	0.1969728692329431	0.016572698280511673	0.12873499244770892
GSK1070916	611	428	183	panel	scale+nzv	glm	0.23859878839116858	0.06170651232573848	0.24840795543971309
GSK1070916	611	428	183	panel	scale+nzv+pca	glm	0.2411750927441725	0.05651237699799955	0.23772332026538656
GSK1070916	611	428	183	mo	scale+nzv	glm	0.21747995004489423	0.24320509355915895	0.49315828448801197
GSK1070916	611	428	183	mo	scale+nzv+pca	glm	0.23323418817756872	0.08859842290907322	0.29765487214066094
GSK1904529A	662	463	199	panel	scale+nzv	glm	0.02245359642264893	0.004788531220414382	0.06919921401587147
GSK1904529A	662	463	199	panel	scale+nzv+pca	glm	0.02243609689093163	0.0014927884368782774	0.03863662041222391
GSK1904529A	662	463	199	mo	scale+nzv	glm	0.022087247157384714	0.03404356079087097	0.1845089721148296
GSK1904529A	662	463	199	mo	scale+nzv+pca	glm	0.022274866296588043	0.015068562125611322	0.12275407172721939
GSK2110183	552	386	166	panel	scale+nzv	glm	0.11133545909550432	0.07929873405342149	0.28160030904354755
GSK2110183	552	386	166	panel	scale+nzv+pca	glm	0.1137975929784314	0.03780614171693224	0.1944380151023257
GSK2110183	552	386	166	mo	scale+nzv	glm	0.11078748604001244	0.08794368838857891	0.29655301109342813
GSK2110183	552	386	166	mo	scale+nzv+pca	glm	0.11399980695085114	0.034230082836646414	0.18501373688633613
GSK2126458	640	448	192	panel	scale+nzv	glm	0.18713411572176192	0.08117195255950264	0.28490691911482713
GSK2126458	640	448	192	panel	scale+nzv+pca	glm	0.19003897152388832	0.04075957284418112	0.2018900018430361
GSK2126458	640	448	192	mo	scale+nzv	glm	0.17939965506763442	0.1669451981965015	0.4085892781222991
GSK2126458	640	448	192	mo	scale+nzv+pca	glm	0.18039981109027758	0.16995311581320663	0.412253703213454
GSK2578215A	552	386	166	panel	scale+nzv	glm	0.019133282011571613	0.015974638436217256	0.12639081626533336
GSK2578215A	552	386	166	panel	scale+nzv+pca	glm	0.019232820379499777	0.004366084742108094	0.06607635539365117
GSK2578215A	552	386	166	mo	scale+nzv	glm	0.018977584884416712	0.03152421505472633	0.1775505985760857
GSK2578215A	552	386	166	mo	scale+nzv+pca	glm	0.01918764346690443	0.009372533617665811	0.09681184647379582
GSK2606414	527	369	158	panel	scale+nzv	glm	0.059579535922487	0.012554796282578216	0.1120481873239287
GSK2606414	527	369	158	panel	scale+nzv+pca	glm	0.05891267375777106	0.03371946999655287	0.18362861976432995
GSK2606414	527	369	158	mo	scale+nzv	glm	0.05849612368716894	0.1135517298768767	0.3369743756977327
GSK2606414	527	369	158	mo	scale+nzv+pca	glm	0.05830103888611082	0.06995799352172298	0.26449573441120555
GSK269962A	661	463	198	panel	scale+nzv	glm	0.11950924829379994	NA	NA
GSK269962A	661	463	198	panel	scale+nzv+pca	glm	0.11967066171744836	0.003637275031369506	-0.060309825330285165
GSK269962A	661	463	198	mo	scale+nzv	glm	0.11729757219718136	0.04489210572552543	0.21187757249299755
GSK269962A	661	463	198	mo	scale+nzv+pca	glm	0.11813931716981908	0.023149487244392794	0.1521495555182229
GSK343, GTPL8240, AOB3680, AK175558	531	372	159	panel	scale+nzv	glm	0.013784426401705331	0.05212822716711641	0.22831606856968348
GSK343, GTPL8240, AOB3680, AK175558	531	372	159	panel	scale+nzv+pca	glm	0.013888491843499193	0.040259540943699414	0.20064780323666495
GSK343, GTPL8240, AOB3680, AK175558	531	372	159	mo	scale+nzv	glm	0.01361855948452033	0.07450137664699205	0.27294940308964233
GSK343, GTPL8240, AOB3680, AK175558	531	372	159	mo	scale+nzv+pca	glm	0.013766815449449963	0.06941186178194851	0.2634613098387475
GSK429286A	638	447	191	panel	scale+nzv	glm	0.06940128284643803	0.08804028086127165	0.2967158250940985
GSK429286A	638	447	191	panel	scale+nzv+pca	glm	0.07115170026307092	0.030349875059335486	0.1742121553145345
GSK429286A	638	447	191	mo	scale+nzv	glm	0.0677771659866045	0.12006225742227972	0.3465000107103602
GSK429286A	638	447	191	mo	scale+nzv+pca	glm	0.07061976289569778	0.05128711057250938	0.22646657716429014
GSK591, EPZ015866, GSK3203591	545	382	163	panel	scale+nzv	glm	0.031386958329363335	0.02919004403588177	0.17085094098623446
GSK591, EPZ015866, GSK3203591	545	382	163	panel	scale+nzv+pca	glm	0.03148558136287238	0.014164272751208542	0.11901375026108765
GSK591, EPZ015866, GSK3203591	545	382	163	mo	scale+nzv	glm	0.03167738115330836	NA	NA
GSK591, EPZ015866, GSK3203591	545	382	163	mo	scale+nzv+pca	glm	0.03158334726304445	0.006932653532170162	0.08326255780463486
GSK650394	608	426	182	panel	scale+nzv	glm	0.11807638767226038	NA	NA
GSK650394	608	426	182	panel	scale+nzv+pca	glm	0.11645732990230855	0.04662040155718731	0.21591758047270562
GSK650394	608	426	182	mo	scale+nzv	glm	0.11334208785882939	0.1263161600765093	0.3554098480297209
GSK650394	608	426	182	mo	scale+nzv+pca	glm	0.1141109942909046	0.08555263000681033	0.2924938119119964
GSK690693	636	445	191	panel	scale+nzv	glm	0.13260798551951217	0.044930468689026386	0.2119680841283102
GSK690693	636	445	191	panel	scale+nzv+pca	glm	0.13153811690332715	0.06655404113571921	0.25798069915348165
GSK690693	636	445	191	mo	scale+nzv	glm	0.12555977425127696	0.14759913056002777	0.38418632271337794
GSK690693	636	445	191	mo	scale+nzv+pca	glm	0.12894911759757688	0.09637577608677592	0.31044448148868087
GW 441756	656	459	197	panel	scale+nzv	glm	0.10077293061438165	NA	NA
GW 441756	656	459	197	panel	scale+nzv+pca	glm	0.10082802606418048	5.840851350758848e-4	-0.02416785334025107
GW 441756	656	459	197	mo	scale+nzv	glm	0.10077293061438165	NA	NA
GW 441756	656	459	197	mo	scale+nzv+pca	glm	0.10094972664264937	0.005547003283741427	-0.0744782067704468
GW-2580	640	448	192	panel	scale+nzv	glm	0.014865822499627786	NA	NA
GW-2580	640	448	192	panel	scale+nzv+pca	glm	0.014865822499627786	NA	NA
GW-2580	640	448	192	mo	scale+nzv	glm	0.014865822499627786	NA	NA
GW-2580	640	448	192	mo	scale+nzv+pca	glm	0.014865822499627786	NA	NA
GW843682X	236	165	71	panel	scale+nzv	glm	0.18608228181649786	NA	NA
GW843682X	236	165	71	panel	scale+nzv+pca	glm	0.1885432191995121	0.008694240373933423	-0.09324291058270019
GW843682X	236	165	71	mo	scale+nzv	glm	0.18608228181649786	NA	NA
GW843682X	236	165	71	mo	scale+nzv+pca	glm	0.18645316210136878	4.93156919400694e-5	-0.0070225132210676115
HG-5-113-01	326	228	98	panel	scale+nzv	glm	0.1113264613763858	0.05894664309309725	0.24278929773179306
HG-5-113-01	326	228	98	panel	scale+nzv+pca	glm	0.11364695996353895	0.018752046640520496	0.13693811244690243
HG-5-113-01	326	228	98	mo	scale+nzv	glm	0.11082716383827704	0.06927062320187845	0.26319312909321635
HG-5-113-01	326	228	98	mo	scale+nzv+pca	glm	0.11307166139416672	0.04603303630916835	0.2145531083651979
HG-5-88-01	326	228	98	panel	scale+nzv	glm	0.10030514293748309	0.001811541666907537	0.042562209375307775
HG-5-88-01	326	228	98	panel	scale+nzv+pca	glm	0.09893160620664576	0.021401600938131593	0.14629286017482737
HG-5-88-01	326	228	98	mo	scale+nzv	glm	0.10143497068473764	2.6221504684954507e-4	-0.016193055513075507
HG-5-88-01	326	228	98	mo	scale+nzv+pca	glm	0.09866960023660694	0.02743330820370923	0.16563003412337157
I-BET-762	661	463	198	panel	scale+nzv	glm	0.13468026793628804	0.09374415616347018	0.30617667475408733
I-BET-762	661	463	198	panel	scale+nzv+pca	glm	0.1324507024126447	0.09967961605936111	0.31572078813306087
I-BET-762	661	463	198	mo	scale+nzv	glm	0.11478339664265506	0.3210384743044338	0.5666025717418107
I-BET-762	661	463	198	mo	scale+nzv+pca	glm	0.12296866021482779	0.2358160207706138	0.48560891751553925
I-BRD9	552	386	166	panel	scale+nzv	glm	0.03015115550775318	0.062133594435902495	0.2492661116876951
I-BRD9	552	386	166	panel	scale+nzv+pca	glm	0.03081604343050109	0.017428459956634498	0.13201689269420977
I-BRD9	552	386	166	mo	scale+nzv	glm	0.029261636334977453	0.1237751368851641	0.35181690818544253
I-BRD9	552	386	166	mo	scale+nzv+pca	glm	0.030410729736277564	0.05858357135813824	0.2420404333125733
IBRUTINIB	531	372	159	panel	scale+nzv	glm	0.10074738846041865	0.03064016914153518	0.17504333503888453
IBRUTINIB	531	372	159	panel	scale+nzv+pca	glm	0.10040522022146396	0.0926041142172073	0.3043092410972879
IBRUTINIB	531	372	159	mo	scale+nzv	glm	0.09620399384328775	0.12324488398183385	0.35106250722888915
IBRUTINIB	531	372	159	mo	scale+nzv+pca	glm	0.10016247423452983	0.10251210952798052	0.3201751232184982
IC-87114	639	447	192	panel	scale+nzv	glm	0.028715193442895134	NA	NA
IC-87114	639	447	192	panel	scale+nzv+pca	glm	0.028715193442895134	NA	NA
IC-87114	639	447	192	mo	scale+nzv	glm	0.029885774946113105	0.0033222960286683925	0.0576393617996278
IC-87114	639	447	192	mo	scale+nzv+pca	glm	0.02884822416547922	0.0010127766267697326	-0.0318241516268656
ICL1100013	632	442	190	panel	scale+nzv	glm	0.19859666284700053	0.013160834341996398	0.11472067966149956
ICL1100013	632	442	190	panel	scale+nzv+pca	glm	0.19779318112388497	0.008959476485157268	0.09465451117172001
ICL1100013	632	442	190	mo	scale+nzv	glm	0.1934635849448582	0.05368315828916858	0.23169626300216536
ICL1100013	632	442	190	mo	scale+nzv+pca	glm	0.19492826594714513	0.03416705655773834	0.18484332976263532
IDELALISIB	639	447	192	panel	scale+nzv	glm	0.09279521986311322	0.028381117630549298	0.16846696302405792
IDELALISIB	639	447	192	panel	scale+nzv+pca	glm	0.09278728034252913	0.02339896481056149	0.15296720174783054
IDELALISIB	639	447	192	mo	scale+nzv	glm	0.0886315951276792	0.1601038249531543	0.40012976014432405
IDELALISIB	639	447	192	mo	scale+nzv+pca	glm	0.0907899367251795	0.0850036126178431	0.2915537902649237
IKK-2-INHIBITOR-V	638	447	191	panel	scale+nzv	glm	0.17180355349242185	0.11273898684278409	0.33576626817294214
IKK-2-INHIBITOR-V	638	447	191	panel	scale+nzv+pca	glm	0.1714793188416213	0.1457437268113004	0.38176396740826707
IKK-2-INHIBITOR-V	638	447	191	mo	scale+nzv	glm	0.16797670614681146	0.1473234429326385	0.38382736084421926
IKK-2-INHIBITOR-V	638	447	191	mo	scale+nzv+pca	glm	0.17083872792186133	0.11987160947579398	0.346224796159654
IMATINIB	243	170	73	panel	scale+nzv	glm	0.061624268366620036	0.005045215850778784	0.07102968288524723
IMATINIB	243	170	73	panel	scale+nzv+pca	glm	0.06202151714961023	0.006075225115858323	0.07794373044612583
IMATINIB	243	170	73	mo	scale+nzv	glm	0.07885047845177878	0.003221620166906607	0.05675931788619915
IMATINIB	243	170	73	mo	scale+nzv+pca	glm	0.05845959296630881	0.006493609569750224	0.08058293597127263
IOX2	642	449	193	panel	scale+nzv	glm	0.05674140498556175	NA	NA
IOX2	642	449	193	panel	scale+nzv+pca	glm	0.056721968648395925	0.0015226317885982364	0.03902091475860396
IOX2	642	449	193	mo	scale+nzv	glm	0.05682402735450174	1.2913418951401428e-5	-0.003593524586169048
IOX2	642	449	193	mo	scale+nzv+pca	glm	0.05678341221059342	1.751111536867142e-5	0.004184628462441011
IPA-3	613	429	184	panel	scale+nzv	glm	0.11315221531160992	0.016123260016969773	0.12697739963068141
IPA-3	613	429	184	panel	scale+nzv+pca	glm	0.113496128465798	0.0013171952575185815	0.03629318472549056
IPA-3	613	429	184	mo	scale+nzv	glm	0.10823360374588512	0.1313311356467875	0.36239637918553697
IPA-3	613	429	184	mo	scale+nzv+pca	glm	0.11153201961546595	0.03534846426760561	0.18801187267724773
IRINOTECAN	581	407	174	panel	scale+nzv	glm	0.09364933844300069	0.1662267683744582	0.4077091713151155
IRINOTECAN	581	407	174	panel	scale+nzv+pca	glm	0.09736211301523116	0.12101902047224082	0.34787788155075455
IRINOTECAN	581	407	174	mo	scale+nzv	glm	0.0886290250562679	0.26024921801529977	0.5101462711961147
IRINOTECAN	581	407	174	mo	scale+nzv+pca	glm	0.09315096809512205	0.23921259997153702	0.48909365153469025
ISPINESIB MESYLATE, SB-715992	634	444	190	panel	scale+nzv	glm	0.14869048198627022	0.0866674622410465	0.29439338009039284
ISPINESIB MESYLATE, SB-715992	634	444	190	panel	scale+nzv+pca	glm	0.14863719887999205	0.08586228475043876	0.2930226693456306
ISPINESIB MESYLATE, SB-715992	634	444	190	mo	scale+nzv	glm	0.14229029745807217	0.19187565585282698	0.43803613532769986
ISPINESIB MESYLATE, SB-715992	634	444	190	mo	scale+nzv+pca	glm	0.14357356126399323	0.16143890578366213	0.4017946064641263
IWP-2, WNT INHIBITOR IWP-2	534	374	160	panel	scale+nzv	glm	0.01660107230849772	0.04444502377934659	0.2108198846867785
IWP-2, WNT INHIBITOR IWP-2	534	374	160	panel	scale+nzv+pca	glm	0.016876785876486423	0.009616685050744067	0.09806469829018018
IWP-2, WNT INHIBITOR IWP-2	534	374	160	mo	scale+nzv	glm	0.016385894402603737	0.07578268502916151	0.27528655075967934
IWP-2, WNT INHIBITOR IWP-2	534	374	160	mo	scale+nzv+pca	glm	0.01669792411070375	0.026998630654340383	0.16431260041256843
JNJ-38877605	641	449	192	panel	scale+nzv	glm	0.09313965193950527	0.04644929449884477	0.21552098389448016
JNJ-38877605	641	449	192	panel	scale+nzv+pca	glm	0.09343940117280906	0.03439136240270577	0.18544908304627925
JNJ-38877605	641	449	192	mo	scale+nzv	glm	0.09275636494631677	0.03492755119683014	0.18688914146314156
JNJ-38877605	641	449	192	mo	scale+nzv+pca	glm	0.09306183733209385	0.04370393079868551	0.2090548511723311
JNK INHIBITOR VIII	654	458	196	panel	scale+nzv	glm	0.025079546628286157	0.013516374464728566	0.1162599435090546
JNK INHIBITOR VIII	654	458	196	panel	scale+nzv+pca	glm	0.02523129208544869	NA	NA
JNK INHIBITOR VIII	654	458	196	mo	scale+nzv	glm	0.024725041826361052	0.04009235098234279	0.2002307443484711
JNK INHIBITOR VIII	654	458	196	mo	scale+nzv+pca	glm	0.025108301239623515	0.009966113352824608	0.09983042298229838
JNK-9L, KIN001-204	619	433	186	panel	scale+nzv	glm	0.12886704677978472	0.0025529099780980807	0.050526329552997226
JNK-9L, KIN001-204	619	433	186	panel	scale+nzv+pca	glm	0.12911220659673517	7.678367315861873e-4	0.0277098670438201
JNK-9L, KIN001-204	619	433	186	mo	scale+nzv	glm	0.12731577198677654	0.020722014375413957	0.14395143061259918
JNK-9L, KIN001-204	619	433	186	mo	scale+nzv+pca	glm	0.1289341953947541	0.0015711661334306553	0.03963793805725337
JQ1	674	472	202	panel	scale+nzv	glm	0.1557289773293443	NA	NA
JQ1	674	472	202	panel	scale+nzv+pca	glm	0.15566060026450437	0.0012518676204901554	0.03538174134338438
JQ1	674	472	202	mo	scale+nzv	glm	0.15373784110502126	0.02502106705054484	0.15818048884279262
JQ1	674	472	202	mo	scale+nzv+pca	glm	0.15389598023266776	0.025729388197475635	0.1604038285000568
JQ12	618	433	185	panel	scale+nzv	glm	0.1591565804983133	NA	NA
JQ12	618	433	185	panel	scale+nzv+pca	glm	0.16061939673029343	0.004334236695974393	-0.06583492003469278
JQ12	618	433	185	mo	scale+nzv	glm	0.1591565804983133	NA	NA
JQ12	618	433	185	mo	scale+nzv+pca	glm	0.15825852458306894	0.012518975158103964	0.11188822618177466
JW-7-24-1	640	448	192	panel	scale+nzv	glm	0.13339924511598872	0.11541554951762466	0.3397286410028225
JW-7-24-1	640	448	192	panel	scale+nzv+pca	glm	0.1331311483024876	0.0891950153695347	0.298655345456154
JW-7-24-1	640	448	192	mo	scale+nzv	glm	0.12173211559558672	0.2266172904729197	0.47604337036967515
JW-7-24-1	640	448	192	mo	scale+nzv+pca	glm	0.12582188253654666	0.17500219291474162	0.41833263429326384
JW-7-52-1, NA	232	162	70	panel	scale+nzv	glm	0.22679239055896666	NA	NA
JW-7-52-1, NA	232	162	70	panel	scale+nzv+pca	glm	0.22833420469426638	0.0015488531138832758	0.03935547120646983
JW-7-52-1, NA	232	162	70	mo	scale+nzv	glm	0.22679239055896666	NA	NA
JW-7-52-1, NA	232	162	70	mo	scale+nzv+pca	glm	0.226976987064454	0.010017989765656645	0.10008990841067168
KB NB 142-70	643	450	193	panel	scale+nzv	glm	0.09201469874207067	0.20970960948786357	0.4579406178620363
KB NB 142-70	643	450	193	panel	scale+nzv+pca	glm	0.0959908058633039	0.1608629604337593	0.4010772499578595
KB NB 142-70	643	450	193	mo	scale+nzv	glm	0.08836659298777642	0.2706136708641356	0.5202054121826643
KB NB 142-70	643	450	193	mo	scale+nzv+pca	glm	0.09313981948862651	0.2174548285499156	0.46632052126184154
KIN001-042	643	450	193	panel	scale+nzv	glm	0.017769326246234198	0.025663872807543793	0.16019947817500466
KIN001-042	643	450	193	panel	scale+nzv+pca	glm	0.017734576484722868	0.043107677604200256	0.20762388495594686
KIN001-042	643	450	193	mo	scale+nzv	glm	0.017589372455724638	0.04572532228191328	0.2138348013816116
