drug	total_sample_count	training_sample_count	testing_sample_count	type	pp	model	RMSE	Rsquare	COR	run
clr457	159	111	48	mo	scale+nzv	glm	0.11483748918937196	NA	NA	iter_11
clr457	159	111	48	mo	scale+nzv+pca	glm	0.11415350013608477	0.008131195265185688	0.09017314048643137	iter_11
hdm201	137	96	41	panel	scale+nzv	glm	0.19415400176370884	0.005254407242784004	-0.07248729021548539	iter_11
hdm201	137	96	41	panel	scale+nzv+pca	glm	0.19147662844178295	0.004104446042783837	0.06406595072879069	iter_11
hdm201	137	96	41	mo	scale+nzv	glm	0.18597854293861196	0.047472421535675983	0.21788166865451528	iter_11
hdm201	137	96	41	mo	scale+nzv+pca	glm	0.182176300173707	0.10836678320493902	0.3291911043830605	iter_11
lee011	172	120	52	panel	scale+nzv	glm	0.18891959036996972	0.004908806940219909	-0.0700628784751234	iter_11
lee011	172	120	52	panel	scale+nzv+pca	glm	0.1872869648111968	NA	NA	iter_11
lee011	172	120	52	mo	scale+nzv	glm	0.1918745745622166	5.7201505103222286e-5	-0.007563167663302347	iter_11
lee011	172	120	52	mo	scale+nzv+pca	glm	0.18818996306887964	5.007018274063942e-5	-0.007076028740800833	iter_11
ljm716	38	27	11	panel	scale+nzv	glm	0.10650729200140123	NA	NA	iter_11
ljm716	38	27	11	panel	scale+nzv+pca	glm	0.11176386090580176	NA	NA	iter_11
ljm716	38	27	11	mo	scale+nzv	glm	0.10568561424128854	0.07786074746696418	0.2790353874815239	iter_11
ljm716	38	27	11	mo	scale+nzv+pca	glm	0.1084399187304476	0.06548796481056386	0.25590616407301303	iter_11
lka136	115	80	35	panel	scale+nzv	glm	0.18804562086695967	0.032330012830386265	-0.17980548609646554	iter_11
lka136	115	80	35	panel	scale+nzv+pca	glm	0.16319074635138983	0.0011750987002254265	0.03427971266252718	iter_11
lka136	115	80	35	mo	scale+nzv	glm	0.18121569245514182	0.02165296820851824	-0.147149475733073	iter_11
lka136	115	80	35	mo	scale+nzv+pca	glm	0.16274529222632128	NA	NA	iter_11
llm871	63	44	19	panel	scale+nzv	glm	0.36352308983545967	5.378709585808773e-4	-0.023192045157356806	iter_11
llm871	63	44	19	panel	scale+nzv+pca	glm	0.24456113750376227	0.09723017369786623	-0.31181753269799667	iter_11
llm871	63	44	19	mo	scale+nzv	glm	0.25787219937930284	0.003203602224675887	-0.056600373008275195	iter_11
llm871	63	44	19	mo	scale+nzv+pca	glm	0.2648568857856476	2.4026639067996992e-4	-0.015500528722594269	iter_11
bgj398	63	44	19	panel	scale+nzv	glm	0.1450623637955328	0.1554096278999637	0.39422027839770457	iter_12
bgj398	63	44	19	panel	scale+nzv+pca	glm	0.14569935649156235	0.1408094431929823	0.37524584367182845	iter_12
bgj398	63	44	19	mo	scale+nzv	glm	0.15647489351672253	NA	NA	iter_12
bgj398	63	44	19	mo	scale+nzv+pca	glm	0.1498358109839586	0.0950438921055207	0.30829189432341664	iter_12
binimetinib	173	121	52	panel	scale+nzv	glm	0.13626771681649827	NA	NA	iter_12
binimetinib	173	121	52	panel	scale+nzv+pca	glm	0.13626771681649827	NA	NA	iter_12
binimetinib	173	121	52	mo	scale+nzv	glm	0.1337235655061292	0.048089509478448006	0.21929320435993452	iter_12
binimetinib	173	121	52	mo	scale+nzv+pca	glm	0.12719002689549244	0.20926615993330183	0.45745618362123147	iter_12
bkm120	170	119	51	panel	scale+nzv	glm	0.1838145103515409	NA	NA	iter_12
bkm120	170	119	51	panel	scale+nzv+pca	glm	0.1837442226461843	0.0017354869075958115	0.04165917555108132	iter_12
bkm120	170	119	51	mo	scale+nzv	glm	0.17646298201541138	0.07666086389229852	0.27687698331984645	iter_12
bkm120	170	119	51	mo	scale+nzv+pca	glm	0.1788636449046061	0.0682143551634611	0.2611787800788209	iter_12
byl719	141	99	42	panel	scale+nzv	glm	0.20514191173122537	0.014813993561790889	0.12171275020223185	iter_12
byl719	141	99	42	panel	scale+nzv+pca	glm	0.19648680058437085	0.1721948689859243	0.4149636959854733	iter_12
byl719	141	99	42	mo	scale+nzv	glm	0.19513149574619576	0.11668677834855538	0.3415944647510486	iter_12
byl719	141	99	42	mo	scale+nzv+pca	glm	0.18456479595954164	0.3208599948598818	0.5664450501680475	iter_12
byl719-ljm716	134	94	40	panel	scale+nzv	glm	0.12479737852095117	0.026310462319941472	0.1622050009091627	iter_12
byl719-ljm716	134	94	40	panel	scale+nzv+pca	glm	0.1276187580730759	NA	NA	iter_12
byl719-ljm716	134	94	40	mo	scale+nzv	glm	0.11762776632594994	0.14201031191404767	0.37684255586922194	iter_12
byl719-ljm716	134	94	40	mo	scale+nzv+pca	glm	0.12276353645989334	0.0912956320160202	0.3021516705497757	iter_12
cgm097	132	92	40	panel	scale+nzv	glm	0.15171484381438305	NA	NA	iter_12
cgm097	132	92	40	panel	scale+nzv+pca	glm	0.15171484381438305	NA	NA	iter_12
cgm097	132	92	40	mo	scale+nzv	glm	0.15171484381438305	NA	NA	iter_12
cgm097	132	92	40	mo	scale+nzv+pca	glm	0.15016545731135897	0.016623282491546553	0.12893130919814066	iter_12
clr457	159	111	48	panel	scale+nzv	glm	0.12717488823135809	NA	NA	iter_12
clr457	159	111	48	panel	scale+nzv+pca	glm	0.12717488823135809	NA	NA	iter_12
clr457	159	111	48	mo	scale+nzv	glm	0.12717488823135809	NA	NA	iter_12
clr457	159	111	48	mo	scale+nzv+pca	glm	0.12689146305599966	0.1105362104733187	0.3324698640077303	iter_12
hdm201	137	96	41	panel	scale+nzv	glm	0.18583513451483963	0.0028965371567640655	0.053819486775368505	iter_12
hdm201	137	96	41	panel	scale+nzv+pca	glm	0.18266369662214207	0.03505839601115368	0.18723887419858537	iter_12
hdm201	137	96	41	mo	scale+nzv	glm	0.17584561955121883	0.09114217471441576	0.3018976229028903	iter_12
hdm201	137	96	41	mo	scale+nzv+pca	glm	0.1736934293470385	0.11478284088188756	0.3387961642077542	iter_12
lee011	172	120	52	panel	scale+nzv	glm	0.16892075377785692	0.006166141279144856	-0.0785247813059346	iter_12
lee011	172	120	52	panel	scale+nzv+pca	glm	0.16661841315214326	0.036888617515022315	-0.19206409741287495	iter_12
lee011	172	120	52	mo	scale+nzv	glm	0.1668098743762527	9.907366141264646e-6	0.0031475968835390352	iter_12
lee011	172	120	52	mo	scale+nzv+pca	glm	0.16532112816648417	0.007421281111299137	0.0861468578144272	iter_12
ljm716	38	27	11	panel	scale+nzv	glm	0.2894593806717715	0.09893327269495521	-0.31453659992909444	iter_12
ljm716	38	27	11	panel	scale+nzv+pca	glm	0.2906811129511686	0.12382533514730514	-0.35188824241128763	iter_12
ljm716	38	27	11	mo	scale+nzv	glm	0.24072648826451187	0.17580566977788864	0.4192918670543094	iter_12
ljm716	38	27	11	mo	scale+nzv+pca	glm	0.2452735815554775	0.1107556379478179	0.33279969643588603	iter_12
lka136	115	80	35	panel	scale+nzv	glm	0.21819924978703586	NA	NA	iter_12
lka136	115	80	35	panel	scale+nzv+pca	glm	0.21819924978703586	NA	NA	iter_12
lka136	115	80	35	mo	scale+nzv	glm	0.21898037150600852	0.026646002654547994	0.16323603356657498	iter_12
lka136	115	80	35	mo	scale+nzv+pca	glm	0.21534271860762283	0.07351352636816352	0.2711337794671913	iter_12
llm871	63	44	19	panel	scale+nzv	glm	0.3148551045063019	0.1869048065174915	0.4323248853784518	iter_12
llm871	63	44	19	panel	scale+nzv+pca	glm	0.3203829834742292	NA	NA	iter_12
llm871	63	44	19	mo	scale+nzv	glm	0.3240714243634072	0.21537065199084493	0.4640804369835524	iter_12
llm871	63	44	19	mo	scale+nzv+pca	glm	0.3092463025926831	0.28715027295075435	0.5358640433456553	iter_12
bgj398	63	44	19	panel	scale+nzv	glm	0.2024623682641397	0.038875883008497154	0.19716968075365227	iter_13
bgj398	63	44	19	panel	scale+nzv+pca	glm	0.21441786396954615	0.009725496286133149	0.09861793085505875	iter_13
bgj398	63	44	19	mo	scale+nzv	glm	0.2043125214983916	NA	NA	iter_13
bgj398	63	44	19	mo	scale+nzv+pca	glm	0.20805363833314514	0.001331334026375537	0.036487450258623676	iter_13
binimetinib	173	121	52	panel	scale+nzv	glm	0.10904853073611434	0.050623208439040474	0.22499601871819971	iter_13
binimetinib	173	121	52	panel	scale+nzv+pca	glm	0.11110676200384507	NA	NA	iter_13
binimetinib	173	121	52	mo	scale+nzv	glm	0.10126409552546017	0.1575683435262412	0.3969487920705153	iter_13
binimetinib	173	121	52	mo	scale+nzv+pca	glm	0.10048618269625116	0.20736846465110775	0.4553772772670017	iter_13
bkm120	170	119	51	panel	scale+nzv	glm	0.2235815674818699	NA	NA	iter_13
bkm120	170	119	51	panel	scale+nzv+pca	glm	0.2229618087569504	0.012317178370816525	0.1109827841190539	iter_13
bkm120	170	119	51	mo	scale+nzv	glm	0.2184030758354008	0.05716300973720185	0.2390878703263757	iter_13
bkm120	170	119	51	mo	scale+nzv+pca	glm	0.22251665599088122	0.049962794491966486	0.2235235882227343	iter_13
byl719	141	99	42	panel	scale+nzv	glm	0.21256089427803404	0.031372182895394	-0.17712194357389488	iter_13
byl719	141	99	42	panel	scale+nzv+pca	glm	0.20309590363413	0.011733294997850575	-0.10832033510772839	iter_13
byl719	141	99	42	mo	scale+nzv	glm	0.19061515950163477	0.044600127085949105	0.21118742170391944	iter_13
byl719	141	99	42	mo	scale+nzv+pca	glm	0.19171150021249758	0.03116504118393781	0.17653623192970277	iter_13
byl719-ljm716	134	94	40	panel	scale+nzv	glm	0.13576702029558624	NA	NA	iter_13
byl719-ljm716	134	94	40	panel	scale+nzv+pca	glm	0.13576702029558624	NA	NA	iter_13
byl719-ljm716	134	94	40	mo	scale+nzv	glm	0.13576702029558624	NA	NA	iter_13
byl719-ljm716	134	94	40	mo	scale+nzv+pca	glm	0.11414492068036432	0.39232015082333077	0.6263546525917492	iter_13
cgm097	132	92	40	panel	scale+nzv	glm	0.14713758084286938	0.01809891507548736	-0.134532208320117	iter_13
cgm097	132	92	40	panel	scale+nzv+pca	glm	0.14242143778045524	6.186243901389943e-4	-0.0248721609463069	iter_13
cgm097	132	92	40	mo	scale+nzv	glm	0.13839008917153	0.006440257610918631	0.08025121563514556	iter_13
cgm097	132	92	40	mo	scale+nzv+pca	glm	0.13716562915987554	0.00720582925980843	0.0848871560355772	iter_13
clr457	159	111	48	panel	scale+nzv	glm	0.11339891123134194	0.0320109526093679	-0.1789160490547673	iter_13
clr457	159	111	48	panel	scale+nzv+pca	glm	0.11232433812430444	NA	NA	iter_13
clr457	159	111	48	mo	scale+nzv	glm	0.11124002808426402	0.014494065239111968	0.12039130051258674	iter_13
clr457	159	111	48	mo	scale+nzv+pca	glm	0.10806206672043163	0.06712835548177061	0.2590914037203292	iter_13
hdm201	137	96	41	panel	scale+nzv	glm	0.1756483946418573	NA	NA	iter_13
hdm201	137	96	41	panel	scale+nzv+pca	glm	0.1714738995980644	0.03494340250203326	0.18693154496240932	iter_13
hdm201	137	96	41	mo	scale+nzv	glm	0.1688954445398953	0.015469428100764142	0.1243761556760947	iter_13
hdm201	137	96	41	mo	scale+nzv+pca	glm	0.17083028713586218	0.003066826270970781	0.055378933458227426	iter_13
lee011	172	120	52	panel	scale+nzv	glm	0.13773621670651373	4.271740617464285e-4	0.02066818960979477	iter_13
lee011	172	120	52	panel	scale+nzv+pca	glm	0.1389378113605989	NA	NA	iter_13
lee011	172	120	52	mo	scale+nzv	glm	0.1386312167269129	3.9852327719105247e-4	-0.01996304779313651	iter_13
lee011	172	120	52	mo	scale+nzv+pca	glm	0.1389378113605989	NA	NA	iter_13
ljm716	38	27	11	panel	scale+nzv	glm	0.11895731919600229	NA	NA	iter_13
ljm716	38	27	11	panel	scale+nzv+pca	glm	0.13402118090759652	0.0010762169118546739	-0.03280574510439709	iter_13
ljm716	38	27	11	mo	scale+nzv	glm	0.15393876128428446	0.1278689274503872	-0.35758765002497944	iter_13
ljm716	38	27	11	mo	scale+nzv+pca	glm	0.16781817799361995	0.06199945554694549	-0.2489968986693318	iter_13
lka136	115	80	35	panel	scale+nzv	glm	0.16724951084348408	2.6602338588724116e-4	-0.01631022335491581	iter_13
lka136	115	80	35	panel	scale+nzv+pca	glm	0.16673168577989575	NA	NA	iter_13
lka136	115	80	35	mo	scale+nzv	glm	0.16673168577989575	NA	NA	iter_13
lka136	115	80	35	mo	scale+nzv+pca	glm	0.16564363452963446	0.02420706179785939	0.15558618768341678	iter_13
llm871	63	44	19	panel	scale+nzv	glm	0.3362754777913019	0.010234828454037361	-0.10116732898538619	iter_13
llm871	63	44	19	panel	scale+nzv+pca	glm	0.3281493111087309	0.015121440382772725	0.1229692660089208	iter_13
llm871	63	44	19	mo	scale+nzv	glm	0.33891742403848535	0.031009695501927285	-0.1760956998393978	iter_13
llm871	63	44	19	mo	scale+nzv+pca	glm	0.32753193066888003	0.026478776143209783	0.16272300434545137	iter_13
bgj398	63	44	19	panel	scale+nzv	glm	0.152622721838843	0.021673072582586838	0.14721777264510844	iter_14
bgj398	63	44	19	panel	scale+nzv+pca	glm	0.16964316775052155	0.017967832839766475	0.13404414511557927	iter_14
bgj398	63	44	19	mo	scale+nzv	glm	0.15907111251269931	1.3024213655502283e-4	0.01141236770153428	iter_14
bgj398	63	44	19	mo	scale+nzv+pca	glm	0.15372868350966024	1.3748906797722509e-5	-0.0037079518332527608	iter_14
binimetinib	173	121	52	panel	scale+nzv	glm	0.1785105018599293	0.0010789208506923073	0.03284693061295541	iter_14
binimetinib	173	121	52	panel	scale+nzv+pca	glm	0.17270839084154746	0.026887714771400346	0.16397473821110478	iter_14
binimetinib	173	121	52	mo	scale+nzv	glm	0.16957981712128128	0.09922456687223812	0.3149993124948658	iter_14
binimetinib	173	121	52	mo	scale+nzv+pca	glm	0.16758344769644531	0.12065657457870083	0.3473565525201746	iter_14
bkm120	170	119	51	panel	scale+nzv	glm	0.23947109813288292	0.0010235280229764128	0.03199262450903978	iter_14
bkm120	170	119	51	panel	scale+nzv+pca	glm	0.23976746761968692	NA	NA	iter_14
bkm120	170	119	51	mo	scale+nzv	glm	0.2329786449323019	0.06164995460589801	0.24829408894675284	iter_14
bkm120	170	119	51	mo	scale+nzv+pca	glm	0.22904921462550157	0.16531048118292063	0.40658391653251685	iter_14
byl719	141	99	42	panel	scale+nzv	glm	0.1285994976111178	NA	NA	iter_14
byl719	141	99	42	panel	scale+nzv+pca	glm	0.12773120996975118	0.03644248109164318	0.19089913853038515	iter_14
byl719	141	99	42	mo	scale+nzv	glm	0.11762970145416063	0.1400863449677834	0.37428110420883315	iter_14
byl719	141	99	42	mo	scale+nzv+pca	glm	0.11808085732768572	0.1442238048691316	0.37976809353753194	iter_14
byl719-ljm716	134	94	40	panel	scale+nzv	glm	0.16828250244195606	NA	NA	iter_14
byl719-ljm716	134	94	40	panel	scale+nzv+pca	glm	0.16828250244195606	NA	NA	iter_14
byl719-ljm716	134	94	40	mo	scale+nzv	glm	0.15236845055291862	0.20027003841168434	0.44751540578139243	iter_14
byl719-ljm716	134	94	40	mo	scale+nzv+pca	glm	0.15652354692456377	0.14505464849713287	0.380860405525611	iter_14
cgm097	132	92	40	panel	scale+nzv	glm	0.14031396889634962	4.998435335639263e-4	0.022357180805368245	iter_14
cgm097	132	92	40	panel	scale+nzv+pca	glm	0.13987651433319204	2.1599230992834284e-4	0.01469667683281982	iter_14
cgm097	132	92	40	mo	scale+nzv	glm	0.1474479411063745	0.008515328656083716	-0.09227853843708035	iter_14
cgm097	132	92	40	mo	scale+nzv+pca	glm	0.14949861941418496	0.019481831466592867	-0.13957733149259183	iter_14
clr457	159	111	48	panel	scale+nzv	glm	0.10470141676868688	7.103456281861381e-5	-0.008428200449598586	iter_14
clr457	159	111	48	panel	scale+nzv+pca	glm	0.1064233446616954	1.477702605319147e-5	0.0038440897561310234	iter_14
clr457	159	111	48	mo	scale+nzv	glm	0.10476770815473299	0.01333817432954917	0.11549101406407847	iter_14
clr457	159	111	48	mo	scale+nzv+pca	glm	0.10354710800143783	0.04093763564156061	0.20233051090124943	iter_14
hdm201	137	96	41	panel	scale+nzv	glm	0.1996003006742808	NA	NA	iter_14
hdm201	137	96	41	panel	scale+nzv+pca	glm	0.1942131735425656	0.11362097059553808	0.3370770988891682	iter_14
hdm201	137	96	41	mo	scale+nzv	glm	0.20067941466613032	0.0050021169252066075	0.07072564545627426	iter_14
hdm201	137	96	41	mo	scale+nzv+pca	glm	0.19361490755136254	0.08046908464655575	0.2836707327987076	iter_14
lee011	172	120	52	panel	scale+nzv	glm	0.20026079323963256	0.003436501923588682	0.05862168475563187	iter_14
lee011	172	120	52	panel	scale+nzv+pca	glm	0.19924365169515168	0.12623569634960288	0.3552966314920575	iter_14
lee011	172	120	52	mo	scale+nzv	glm	0.2007020958284015	NA	NA	iter_14
lee011	172	120	52	mo	scale+nzv+pca	glm	0.20135240898298098	0.0017082331544765763	0.041330777327272424	iter_14
ljm716	38	27	11	panel	scale+nzv	glm	0.1539114244566577	NA	NA	iter_14
ljm716	38	27	11	panel	scale+nzv+pca	glm	0.15755090805703598	NA	NA	iter_14
ljm716	38	27	11	mo	scale+nzv	glm	0.15989338235492334	0.01220865789572737	-0.11049279567341651	iter_14
ljm716	38	27	11	mo	scale+nzv+pca	glm	0.13880735724544194	0.2489623509273036	0.4989612719713862	iter_14
lka136	115	80	35	panel	scale+nzv	glm	0.2018033569511334	0.011004701082452724	-0.10490329395425448	iter_14
lka136	115	80	35	panel	scale+nzv+pca	glm	0.1976014859803787	0.002259035269017475	-0.04752930957859029	iter_14
lka136	115	80	35	mo	scale+nzv	glm	0.1975586342372307	NA	NA	iter_14
lka136	115	80	35	mo	scale+nzv+pca	glm	0.1975586342372307	NA	NA	iter_14
llm871	63	44	19	panel	scale+nzv	glm	0.22008375290564616	0.04804461567726955	0.21919082023951084	iter_14
llm871	63	44	19	panel	scale+nzv+pca	glm	0.23239140284025686	1.510042250150127e-4	-0.012288377639664753	iter_14
llm871	63	44	19	mo	scale+nzv	glm	0.20473472974300724	0.15984485625227746	0.3998060232816377	iter_14
llm871	63	44	19	mo	scale+nzv+pca	glm	0.2252141448480209	0.06124883072342188	0.247485011108596	iter_14
bgj398	63	44	19	panel	scale+nzv	glm	0.2430603242876301	0.034785031881131176	0.18650745797723794	iter_15
bgj398	63	44	19	panel	scale+nzv+pca	glm	0.22341179633949368	0.033784670733017795	0.18380606827038598	iter_15
bgj398	63	44	19	mo	scale+nzv	glm	0.21836923657897775	NA	NA	iter_15
bgj398	63	44	19	mo	scale+nzv+pca	glm	0.21733050206081952	0.033850669012611245	0.1839855130509227	iter_15
binimetinib	173	121	52	panel	scale+nzv	glm	0.15534235120997936	0.009126634818263068	0.09553342251936266	iter_15
binimetinib	173	121	52	panel	scale+nzv+pca	glm	0.1557126018355808	0.004138868607101371	0.06433403925684576	iter_15
binimetinib	173	121	52	mo	scale+nzv	glm	0.14166218933891853	0.2155964867822954	0.46432368750936603	iter_15
binimetinib	173	121	52	mo	scale+nzv+pca	glm	0.14847893646466842	0.13542161411195938	0.36799675829001455	iter_15
bkm120	170	119	51	panel	scale+nzv	glm	0.18395949871753867	NA	NA	iter_15
bkm120	170	119	51	panel	scale+nzv+pca	glm	0.18395949871753867	NA	NA	iter_15
bkm120	170	119	51	mo	scale+nzv	glm	0.17307336136460671	0.1346893287802777	0.3670004479292603	iter_15
bkm120	170	119	51	mo	scale+nzv+pca	glm	0.1828928835020563	0.015810163453551893	0.12573847244798186	iter_15
byl719	141	99	42	panel	scale+nzv	glm	0.1472713430204971	NA	NA	iter_15
byl719	141	99	42	panel	scale+nzv+pca	glm	0.1472713430204971	NA	NA	iter_15
byl719	141	99	42	mo	scale+nzv	glm	0.1472713430204971	NA	NA	iter_15
byl719	141	99	42	mo	scale+nzv+pca	glm	0.14010969541615859	0.09519786535736748	0.3085415131831817	iter_15
byl719-ljm716	134	94	40	panel	scale+nzv	glm	0.1583833120761925	NA	NA	iter_15
byl719-ljm716	134	94	40	panel	scale+nzv+pca	glm	0.15236763499496375	0.07522270029009274	0.2742675706132476	iter_15
byl719-ljm716	134	94	40	mo	scale+nzv	glm	0.13792476446586371	0.24999012038993404	0.4999901202923254	iter_15
byl719-ljm716	134	94	40	mo	scale+nzv+pca	glm	0.14051419125575668	0.22063464310066866	0.4697176205984492	iter_15
cgm097	132	92	40	panel	scale+nzv	glm	0.19897256548476863	NA	NA	iter_15
cgm097	132	92	40	panel	scale+nzv+pca	glm	0.19897256548476863	NA	NA	iter_15
cgm097	132	92	40	mo	scale+nzv	glm	0.19493939623006737	0.04817456723934923	0.21948705483319336	iter_15
cgm097	132	92	40	mo	scale+nzv+pca	glm	0.19782383208546334	0.014374643052067468	0.11989429949779709	iter_15
clr457	159	111	48	panel	scale+nzv	glm	0.10661024093974518	0.01347078343447657	0.1160637042079761	iter_15
clr457	159	111	48	panel	scale+nzv+pca	glm	0.10765639558211063	NA	NA	iter_15
clr457	159	111	48	mo	scale+nzv	glm	0.10111272609160943	0.0840929170779074	0.28998778780822376	iter_15
clr457	159	111	48	mo	scale+nzv+pca	glm	0.10920703259899842	6.56227211425534e-4	0.025616932123607893	iter_15
hdm201	137	96	41	panel	scale+nzv	glm	0.21851751197361866	NA	NA	iter_15
hdm201	137	96	41	panel	scale+nzv+pca	glm	0.22283259329304486	0.00238501950975702	-0.04883666153369843	iter_15
hdm201	137	96	41	mo	scale+nzv	glm	0.20683765087672795	0.13324281871735152	0.3650244083857291	iter_15
hdm201	137	96	41	mo	scale+nzv+pca	glm	0.2141598381041413	0.04692906369076153	0.2166311697119358	iter_15
lee011	172	120	52	panel	scale+nzv	glm	0.1721150342329229	5.201181340784195e-4	-0.022806098615905778	iter_15
lee011	172	120	52	panel	scale+nzv+pca	glm	0.1664954909396365	0.003282513574013913	-0.05729322450354765	iter_15
lee011	172	120	52	mo	scale+nzv	glm	0.16793125507770099	0.011828184161409322	0.1087574556589539	iter_15
lee011	172	120	52	mo	scale+nzv+pca	glm	0.16313947937953097	0.017673635566505613	0.13294222642375753	iter_15
ljm716	38	27	11	panel	scale+nzv	glm	0.12943769306015668	NA	NA	iter_15
ljm716	38	27	11	panel	scale+nzv+pca	glm	0.1305286082506525	NA	NA	iter_15
ljm716	38	27	11	mo	scale+nzv	glm	0.12943769306015668	NA	NA	iter_15
ljm716	38	27	11	mo	scale+nzv+pca	glm	0.1099478030359844	0.6240335018176573	0.7899579114216512	iter_15
lka136	115	80	35	panel	scale+nzv	glm	0.2071832622654708	0.05970252868232678	-0.2443410090065251	iter_15
lka136	115	80	35	panel	scale+nzv+pca	glm	0.1975311361010991	0.0032620702747638334	-0.057114536457576484	iter_15
lka136	115	80	35	mo	scale+nzv	glm	0.20490793088077847	0.001602142969948631	-0.040026778160984065	iter_15
lka136	115	80	35	mo	scale+nzv+pca	glm	0.19990944361962334	2.712210510762598e-4	0.016468790212892378	iter_15
llm871	63	44	19	panel	scale+nzv	glm	0.275681336817277	0.07752136258983555	-0.2784265838418371	iter_15
llm871	63	44	19	panel	scale+nzv+pca	glm	0.2584226321544126	0.03371029585717297	-0.18360363791922255	iter_15
llm871	63	44	19	mo	scale+nzv	glm	0.27689636570977516	0.0903292721204476	-0.3005482858384782	iter_15
llm871	63	44	19	mo	scale+nzv+pca	glm	0.257551185162576	6.272281839119691e-4	0.025044524030453624	iter_15
bgj398	63	44	19	panel	scale+nzv	glm	0.23010200986614096	0.02421249227982473	-0.15560363838877525	iter_16
bgj398	63	44	19	panel	scale+nzv+pca	glm	0.22760338988666637	0.012479233200603327	-0.11171048831959927	iter_16
bgj398	63	44	19	mo	scale+nzv	glm	0.22440793316314536	NA	NA	iter_16
bgj398	63	44	19	mo	scale+nzv+pca	glm	0.22440793316314536	NA	NA	iter_16
binimetinib	173	121	52	panel	scale+nzv	glm	0.15991462416132804	0.05361924187601224	0.23155829044975315	iter_16
binimetinib	173	121	52	panel	scale+nzv+pca	glm	0.1594933128661729	0.06577202253777831	0.25646056721800004	iter_16
binimetinib	173	121	52	mo	scale+nzv	glm	0.15264518118519854	0.1292797326245054	0.3595549090535483	iter_16
binimetinib	173	121	52	mo	scale+nzv+pca	glm	0.15280946957605374	0.13300092654014667	0.3646929208802204	iter_16
bkm120	170	119	51	panel	scale+nzv	glm	0.1791311904711133	NA	NA	iter_16
bkm120	170	119	51	panel	scale+nzv+pca	glm	0.1791196281826514	0.0012001914466087547	0.034643779334950664	iter_16
bkm120	170	119	51	mo	scale+nzv	glm	0.18688968008633572	0.007818544236826116	0.08842253240450715	iter_16
bkm120	170	119	51	mo	scale+nzv+pca	glm	0.18489864301584885	0.015456267797235967	0.12432323916804922	iter_16
byl719	141	99	42	panel	scale+nzv	glm	0.17496818092596753	0.01346252199413337	0.11602810863809411	iter_16
byl719	141	99	42	panel	scale+nzv+pca	glm	0.1770452040304376	1.2442249576145238e-4	0.011154483213553749	iter_16
byl719	141	99	42	mo	scale+nzv	glm	0.17627455458044805	0.03508935927305033	0.18732153980001962	iter_16
byl719	141	99	42	mo	scale+nzv+pca	glm	0.1839729367180973	0.013421861025650945	0.11585275579653229	iter_16
byl719-ljm716	134	94	40	panel	scale+nzv	glm	0.158038600963816	NA	NA	iter_16
byl719-ljm716	134	94	40	panel	scale+nzv+pca	glm	0.15833496987679938	9.459088081648368e-4	0.0307556305115801	iter_16
byl719-ljm716	134	94	40	mo	scale+nzv	glm	0.1415898785392212	0.19115166416136378	0.43720894794293014	iter_16
byl719-ljm716	134	94	40	mo	scale+nzv+pca	glm	0.14182377489177111	0.19811725670968558	0.44510364715387984	iter_16
cgm097	132	92	40	panel	scale+nzv	glm	0.17441762027802413	0.007626274075998739	-0.087328541016089	iter_16
cgm097	132	92	40	panel	scale+nzv+pca	glm	0.18093913013627266	0.009093539250787427	-0.09536005060185018	iter_16
cgm097	132	92	40	mo	scale+nzv	glm	0.1727938668181277	2.2880659676015596e-5	0.004783373252843185	iter_16
cgm097	132	92	40	mo	scale+nzv+pca	glm	0.17774989635544233	0.0016161297678650105	-0.040201116500229325	iter_16
clr457	159	111	48	panel	scale+nzv	glm	0.10204322207026392	NA	NA	iter_16
clr457	159	111	48	panel	scale+nzv+pca	glm	0.10204322207026392	NA	NA	iter_16
clr457	159	111	48	mo	scale+nzv	glm	0.1017570672272132	0.02627826260027347	0.16210571427396836	iter_16
clr457	159	111	48	mo	scale+nzv+pca	glm	0.10362671769041223	0.0016143612235709755	0.04017911427061298	iter_16
hdm201	137	96	41	panel	scale+nzv	glm	0.18153783621684394	0.0061218240871748	-0.07824208641885005	iter_16
hdm201	137	96	41	panel	scale+nzv+pca	glm	0.18134255266710264	NA	NA	iter_16
hdm201	137	96	41	mo	scale+nzv	glm	0.17895045221330164	0.021505483296873774	0.146647479681288	iter_16
hdm201	137	96	41	mo	scale+nzv+pca	glm	0.17493084193673133	0.06315650377142626	0.2513095775561016	iter_16
lee011	172	120	52	panel	scale+nzv	glm	0.1582564409717037	NA	NA	iter_16
lee011	172	120	52	panel	scale+nzv+pca	glm	0.1582564409717037	NA	NA	iter_16
lee011	172	120	52	mo	scale+nzv	glm	0.1582564409717037	NA	NA	iter_16
lee011	172	120	52	mo	scale+nzv+pca	glm	0.1582564409717037	NA	NA	iter_16
ljm716	38	27	11	panel	scale+nzv	glm	0.14361994535389683	NA	NA	iter_16
ljm716	38	27	11	panel	scale+nzv+pca	glm	0.14862786461741226	NA	NA	iter_16
ljm716	38	27	11	mo	scale+nzv	glm	0.20906034398164858	0.009407041215777623	-0.09698990264856246	iter_16
ljm716	38	27	11	mo	scale+nzv+pca	glm	0.18409204806090518	0.03521057815539529	-0.18764481915415435	iter_16
lka136	115	80	35	panel	scale+nzv	glm	0.21050323035362326	0.00912418302471834	-0.09552058953292918	iter_16
