Model	Treatment	Treatment target	Treatment type	BestResponse	Day_BestResponse	BestAvgResponse	Day_BestAvgResponse	TimeToDouble	Day_Last	ResponseCategory
X-1980	HDM201	MDM2	single	111.5	23	-3.5800000000000125	13	18.772727272727273	30	PD
X-1980	erlotinib	EGFR	single	1	20	4.359999999999985	13	21.66760247052218	35	SD-->PD
X-1980	HSP990	HSP90	single	-33.599999999999994	12	-24.07499999999999	12	61.60033167495854	63	SD-->PD
X-1980	INC280	MET	single	283.5	23	93.12	13	6.98235294117647	28	PD
X-1980	LCL161 + paclitaxel	BIRC2,TUBB,Tubulin	combo	69.5	33	28.75	12	21.455516014234874	42	PD
X-1980	LEE011	CDK4,CDK6,CDK4/6	single	46.30000000000001	74	17.474999999999994	11	19.27764705882353	83	PD
X-1980	LGH447	PIM	single	1.5999999999999943	36	-11.775000000000006	12	45.95228426395939	56	SD-->PD
X-1980	LLM871	FGFR2/4	single	313.9	21	77.78	13	8.333333333333353	21	PD
X-1980	binimetinib	MAP2K1,MAP2K2,MAPK	single	-22.200000000000003	13	-12.728571428571428	20	44	44	SD-->PD
X-1980	paclitaxel	Tubulin	single	122.6	20	47.12	13	10.854700854700855	29	PD
X-1980	untreated	UNKNOWN,Untreated	single	133.3	20	34.52000000000001	13	13.080267558528428	34	PD
X-1980	LFW527 + binimetinib	IGF1R,MAP2K1,MAP2K2	combo	-43.8	17	-23.659999999999997	17	39.26829268292683	58	SD-->PD
X-1993	BGJ398	FGFR	single	213.5	19	60.06	13	9.692397660818713	19	PD
X-1993	BKM120	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	115.1	23	22.859999999999985	11	12.878542510121457	23	PD
X-1993	BKM120 + binimetinib	panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD	combo	86.1	21	1.2750000000000057	11	22.0859375	46	PD
X-1993	BYL719	PIK3CA	single	-43.7	13	-21.549999999999997	16	36.041666666666664	48	SD-->PD
X-1993	BYL719 + LGH447	PIK3CA,PIM	combo	0.09999999999999432	9	-0.9399999999999977	13	30	30	SD
X-1993	BYL719 + LJM716	PIK3CA,ERBB3,ERBB3,PIK3CA	combo	37.19999999999999	57	1.6599999999999966	13	43.79	97	PD
X-1993	cetuximab	EGFR	single	47.19999999999999	27	15.575000000000003	11	38.654450261780106	53	PD
X-1993	CGM097	MDM2	single	386.5	15	111.01999999999998	11	5.193727870510875	15	PD
X-1993	CKX620	MAPK	single	-95.8	67	-67.74074074074073	85	85	85	CR
X-1993	CLR457	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	-58.7	62	-41.53684210526316	62	80.13861386138613	95	PR-->-->PD
X-1993	HDM201	MDM2	single	194.60000000000002	15	74.4	11	5.474621549421194	15	PD
X-1993	erlotinib	EGFR	single	185	25	-2.299999999999997	11	17.70472440944882	28	PD
X-1993	HSP990	HSP90	single	66.9	35	38.55000000000001	11	39.54	47	PD
X-1993	INC280	MET	single	111.19999999999999	12	69.44999999999999	11	9.440000000000001	12	PD
X-1993	LCL161 + paclitaxel	BIRC2,TUBB,Tubulin	combo	-78.6	42	-36.35555555555556	55	65.98389095415118	95	PR-->PD
X-1993	LEE011	CDK4,CDK6,CDK4/6	single	180	22	50.74000000000001	11	6.703499079189687	28	PD
X-1993	LGH447	PIM	single	237	14	88.56	13	7.878048780487805	14	PD
X-1993	LLM871	FGFR2/4	single	411.5	19	80.30000000000001	11	8.052121212121211	19	PD
X-1993	binimetinib	MAP2K1,MAP2K2,MAPK	single	-49.2	84	-0.6148148148148067	88	88	88	SD
X-1993	paclitaxel	Tubulin	single	296.4	12	96.375	11	5.7188612099644125	12	PD
X-1993	untreated	UNKNOWN,Untreated	single	238.3	21	24.849999999999994	11	10.99566630552546	31	PD
X-1993	LFW527 + binimetinib	IGF1R,MAP2K1,MAP2K2	combo	-71.4	73	-42.06923076923077	94	124	124	PR
X-2017	BGJ398	FGFR	single	163.7	21	56.71999999999997	14	13.820895522388062	29	PD
X-2017	BKM120	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	101.4	21	39.04000000000002	14	20.325301204819276	50	PD
X-2017	BKM120 + binimetinib	panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD	combo	-46.1	24	-25.63333333333334	38	105	105	SD-->PD
X-2017	BYL719	PIK3CA	single	22.599999999999994	10	17.879999999999995	14	40.088235294117645	50	SD-->PD
X-2017	BYL719 + LGH447	PIK3CA,PIM	combo	-1.7999999999999972	28	-0.8666666666666742	18	45.3894449499545	49	SD-->PD
X-2017	BYL719 + LJM716	PIK3CA,ERBB3,ERBB3,PIK3CA	combo	141	21	68.47999999999999	14	9.3071253071253075	50	PD
X-2017	cetuximab	EGFR	single	249.7	21	74.32499999999999	11	7.281081081081081	26	PD
X-2017	CGM097	MDM2	single	130.1	24	50.30000000000001	14	12.666666666666666	35	PD
X-2017	CKX620	MAPK	single	-50.3	24	-25.825000000000003	92	92	92	PR-->-->PD
X-2017	CLR457	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	131.9	21	25.974999999999994	14	15.421270718232044	29	PD
X-2017	HDM201	MDM2	single	157.3	21	100.45999999999998	14	5.898493259318002	35	PD
X-2017	erlotinib	EGFR	single	103.6	24	45.32499999999999	14	19.596658711217184	50	PD
X-2017	HSP990	HSP90	single	159.2	21	29	11	15.714285714285714	32	PD
X-2017	INC280	MET	single	235.60000000000002	21	43.04000000000002	14	14.877076411960134	29	PD
X-2017	LCL161 + paclitaxel	BIRC2,TUBB,Tubulin	combo	9.799999999999997	33	8.549999999999997	11	46.97435897435897	52	SD-->PD
X-2017	LEE011	CDK4,CDK6,CDK4/6	single	68.30000000000001	21	30.620000000000005	14	25.48633257403189	50	PD
X-2017	LGH447	PIM	single	112.9	21	43.859999999999985	14	20.01338432122371	50	PD
X-2017	LLM871	FGFR2/4	single	81.1	21	4.150000000000006	11	22.35	40	PD
X-2017	binimetinib	MAP2K1,MAP2K2,MAPK	single	-100	81	-79.10454545454546	89	89	89	CR
X-2017	paclitaxel	Tubulin	single	35.69999999999999	21	17.200000000000003	14	35.5230024213075	47	PD
X-2017	untreated	UNKNOWN,Untreated	single	361	21	104.07999999999998	14	8.389351081530782	29	PD
X-2017	LFW527 + binimetinib	IGF1R,MAP2K1,MAP2K2	combo	-100	55	-79.9225	143	162	162	CR-->-->PD
X-2026	abraxane + gemcitabine	Tubulin,chemotherapy	combo	-94.4	77	-64.33928571428572	101	101	101	PR
X-2026	BKM120	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	83.19999999999999	21	25.900000000000006	12	25.47142857142857	32	PD
X-2026	BKM120 + binimetinib	panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD	combo	-36.6	25	-0.818181818181813	34	77.46551724137932	84	SD-->PD
X-2026	BYL719	PIK3CA	single	-4.900000000000006	10	-1.1200000000000045	13	41.925	52	SD-->PD
X-2026	BYL719 + LJM716	PIK3CA,ERBB3,ERBB3,PIK3CA	combo	121.80000000000001	21	38.34	13	14.758793969849245	48	PD
X-2026	CLR457	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	65.4	21	14.28	13	30.959322033898303	52	PD
X-2026	HDM201	MDM2	single	211.39999999999998	21	64.35999999999999	13	9.655296229802513	31	PD
X-2026	"figitumumab"" + binimetinib"	IGF1R,MAPK	combo	46.5	20	33.95999999999998	12	31.287581699346404	33	PD
X-2026	gemcitabine-50mpk	chemotherapy	single	-100	71	-71.512	88	88	88	CR
X-2026	INC424	JAK	single	120.5	21	17.19999999999999	11	19.095975232198143	53	PD
X-2026	INC424 + binimetinib	JAK,MAPK	combo	27.900000000000006	52	20.17500000000001	11	20.758842443729904	84	SD
X-2026	WNT974	PORCN	single	175.10000000000002	22	22.580000000000013	12	16.517241379310345	30	PD
X-2026	LKA136	NTRK1,NTRK2,NTRK3	single	464.4	22	98.54000000000002	13	6.364383561643836	22	PD
X-2026	binimetinib	MAP2K1,MAP2K2,MAPK	single	-4.900000000000006	35	10.650000000000006	11	102	102	SD-->PD
X-2026	trametinib	MAPK	single	-3.200000000000003	12	9.149999999999991	18	51.12408759124088	52	SD-->PD
X-2026	untreated	UNKNOWN,Untreated	single	333.1	21	50.32499999999999	13	15.590243902439022	28	PD
X-2042	BGJ398	FGFR	single	214.7	26	29.67500000000001	12	18.292712066905615	26	PD
X-2042	BKM120	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	-34.8	10	-11.099999999999994	16	105	105	SD-->PD
X-2042	BKM120 + binimetinib	panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD	combo	-54.4	35	-35.64	35	49	49	PR
X-2042	BYL719	PIK3CA	single	-23.599999999999994	12	-17.799999999999997	15	91.231654676259	110	SD-->PD
X-2042	BYL719 + LGH447	PIK3CA,PIM	combo	-25.5	15	-14.47999999999999	15	40.85648148148148	71	SD-->PD
X-2042	BYL719 + LJM716	PIK3CA,ERBB3,ERBB3,PIK3CA	combo	3.4000000000000057	10	-1.7999999999999972	15	46.23785166240409	78	SD-->PD
X-2042	cetuximab	EGFR	single	192.7	21	65.85	16	12.268493150684932	42	PD
X-2042	CGM097	MDM2	single	126.5	26	19.775000000000006	13	21.768463073852296	88	PD
X-2042	CKX620	MAPK	single	-59.9	45	-38.93076923076923	60	60	60	PR
X-2042	CLR457	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	-28.299999999999997	19	-18.799999999999997	19	97.9672131147541	124	SD-->PD
X-2042	HDM201	MDM2	single	178.5	21	68.025	16	11.553133514986376	42	PD
X-2042	erlotinib	EGFR	single	-37.4	15	-23.60000000000001	15	15	15	SD
X-2042	HSP990	HSP90	single	-82.5	108	-42.422222222222224	110	110	110	PR
X-2042	INC280	MET	single	30.69999999999999	29	14.833333333333329	13	69.74438202247191	111	SD-->PD
X-2042	LCL161 + paclitaxel	BIRC2,TUBB,Tubulin	combo	-86	85	-59.81818181818182	101	101	101	PR
X-2042	LEE011	CDK4,CDK6,CDK4/6	single	208	21	66.125	16	12.64	56	PD
X-2042	LGH447	PIM	single	16.700000000000003	19	15.5	13	41.305882352941175	68	SD-->PD
X-2042	LLM871	FGFR2/4	single	147.5	21	1.2000000000000028	11	18.984441301272984	46	PD
X-2042	binimetinib	MAP2K1,MAP2K2,MAPK	single	17.5	29	24.35000000000001	29	35	35	SD
X-2042	paclitaxel	Tubulin	single	119.30000000000001	21	34.17500000000001	12	18.318840579710148	25	PD
X-2042	untreated	UNKNOWN,Untreated	single	53.69999999999999	22	24.700000000000003	15	24.53333333333333	49	PD
X-2042	LFW527 + binimetinib	IGF1R,MAP2K1,MAP2K2	combo	-100	73	-77.18260869565218	182	182	182	CR
X-2043	abraxane	Tubulin	single	323.8	22	105.27499999999998	12	5.674226804123712	22	PD
X-2043	abraxane + gemcitabine	Tubulin,chemotherapy	combo	-49	105	-9.009375000000006	111	132	132	SD-->-->PD
X-2043	BKM120	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	207.7	20	59	13	10.67032967032967	27	PD
X-2043	BKM120 + LDE225	panPI3K,SMO	combo	176.89999999999998	22	40.31999999999999	12	10.577106518282989	29	PD
X-2043	BKM120 + binimetinib	panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD	combo	-17.700000000000003	22	5.033333333333346	13	50.29203539823009	132	SD-->PD
X-2043	BYL719	PIK3CA	single	76.19999999999999	20	31.04000000000002	13	27.43324250681199	34	PD
X-2043	BYL719 + LJM716	PIK3CA,ERBB3,ERBB3,PIK3CA	combo	43.599999999999994	32	11.275000000000006	11	53.96774193548387	70	PD
X-2043	CLR457	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	44.099999999999994	20	20.525000000000006	13	62.32608695652174	79	PD
X-2043	HDM201	MDM2	single	65.9	21	30.900000000000006	14	31.767123287671236	45	PD
X-2043	"figitumumab"""	IGF1R	single	241.39999999999998	22	36.099999999999994	12	11.778345250255363	29	PD
X-2043	"figitumumab"" + binimetinib"	IGF1R,MAPK	combo	378.3	20	172.3	13	2	27	PD
X-2043	gemcitabine-50mpk	chemotherapy	single	9.900000000000006	10	25.75999999999999	14	14	14	SD
X-2043	INC424	JAK	single	72.80000000000001	23	34.875	13	30	65	PD
X-2043	INC424 + binimetinib	JAK,MAPK	combo	5.700000000000003	29	-7.974999999999994	12	76.08865248226951	99	SD-->PD
X-2043	LEE011	CDK4,CDK6,CDK4/6	single	147.4	21	57.5	11	10.279373368146214	23	PD
X-2043	LKA136	NTRK1,NTRK2,NTRK3	single	155.7	24	50.72	13	13.38974358974359	24	PD
X-2043	binimetinib	MAP2K1,MAP2K2,MAPK	single	-35	10	-15.771428571428572	19	27	27	SD
X-2043	binimetinib-3.5mpk	MAPK	single	129.7	20	32.51999999999998	13	17.97269624573379	27	PD
X-2043	untreated	UNKNOWN,Untreated	single	310.5	22	77.32499999999999	11	6.352818371607516	24	PD
X-20508	LFW527 + binimetinib	IGF1R,MAP2K1,MAP2K2	combo	-33.099999999999994	49	-20.922222222222217	28	70	70	SD-->PD
X-20689	LFW527 + binimetinib	IGF1R,MAP2K1,MAP2K2	combo	-33.2	9	-21.900000000000006	12	71.37423312883436	115	SD-->PD
X-2081	BKM120	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	156.5	21	27.08	14	19.142974527526704	28	PD
X-2081	BKM120 + LDE225	panPI3K,SMO	combo	-35.599999999999994	36	-9.776923076923069	40	62.58728179551122	82	SD-->PD
X-2081	BKM120 + binimetinib	panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD	combo	-61.2	11	-35.03	29	52.053824362606235	53	PR-->PD
X-2081	BYL719	PIK3CA	single	0	15	2.4200000000000017	15	27.041322314049587	42	SD-->PD
X-2081	BYL719 + LJM716	PIK3CA,ERBB3,ERBB3,PIK3CA	combo	167.3	20	59.920000000000016	13	10.342857142857142	34	PD
X-2081	CLR457	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	359.7	22	51.94999999999999	11	11.091666666666667	32	PD
X-2081	HDM201	MDM2	single	526	22	84.75	11	6.2330827067669174	28	PD
X-2081	"figitumumab"""	IGF1R	single	554	13	224.5	13	4.51418439716312	13	PD
X-2081	"figitumumab"" + binimetinib"	IGF1R,MAPK	combo	290.6	20	78.47999999999999	13	8.419161676646707	27	PD
X-2081	gemcitabine-50mpk	chemotherapy	single	95.4	24	40.84	14	24.727272727272727	37	PD
X-2081	INC424 + binimetinib	JAK,MAPK	combo	-3.4000000000000057	25	15.379999999999995	31	84	84	SD-->PD
X-2081	LEE011	CDK4,CDK6,CDK4/6	single	245.60000000000002	20	68.72	14	8.467500000000001	27	PD
X-2081	WNT974	PORCN	single	357.3	20	86.30000000000001	11	6.245115452930729	20	PD
X-2081	LKA136	NTRK1,NTRK2,NTRK3	single	645.7	18	134.475	11	5.010460251046025	18	PD
X-2081	binimetinib	MAP2K1,MAP2K2,MAPK	single	-50.8	17	-24.271428571428572	21	51	51	PR-->PD
X-2081	binimetinib-3.5mpk	MAPK	single	152.4	24	67.32499999999999	11	5.489603024574669	24	PD
X-2081	trametinib	MAPK	single	192.39999999999998	27	92.80000000000001	13	4.689655172413794	30	PD
X-2081	untreated	UNKNOWN,Untreated	single	697.6	22	116.30000000000001	11	5.587378640776699	22	PD
X-20810	LFW527 + binimetinib	IGF1R,MAP2K1,MAP2K2	combo	-59.6	9	-41.96666666666667	16	70	70	PR-->PD
X-2082	BGJ398	FGFR	single	113.80000000000001	19	10.900000000000006	11	17.357142857142854	19	PD
X-2082	BKM120	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	170.3	22	26.775000000000006	11	14.307332293291733	37	PD
X-2082	BKM120 + binimetinib	panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD	combo	-29.599999999999994	32	-9.300000000000011	37	62.908396946564885	100	SD-->PD
X-2082	BYL719	PIK3CA	single	-3.0999999999999943	21	3.8999999999999915	21	35.114731839782756	42	SD-->PD
X-2082	BYL719 + LGH447	PIK3CA,PIM	combo	212.5	26	20.025000000000006	12	17.725581395348836	26	PD
X-2082	BYL719 + LJM716	PIK3CA,ERBB3,ERBB3,PIK3CA	combo	22.099999999999994	21	2.3799999999999955	14	35.565217391304344	61	SD-->PD
X-2082	cetuximab	EGFR	single	69.1	21	28.17500000000001	11	25.517543859649123	47	PD
X-2082	CGM097	MDM2	single	99.5	26	9.325000000000003	11	20.50418410041841	47	PD
X-2082	CKX620	MAPK	single	-67.5	21	-52	35	102	102	PR-->PD
X-2082	CLR457	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	142.6	22	29.92500000000001	11	19.77545691906005	37	PD
X-2082	HDM201	MDM2	single	196.3	22	67.6	11	6.0892857142857135	43	PD
X-2082	erlotinib	EGFR	single	-27.599999999999994	12	1.1666666666666714	14	41.60572337042925	47	SD-->PD
X-2082	HSP990	HSP90	single	16.700000000000003	32	4.174999999999997	11	32	32	SD-->PD
X-2082	INC280	MET	single	113.30000000000001	22	47.94999999999999	11	13.443181818181817	37	PD
X-2082	LCL161 + paclitaxel	BIRC2,TUBB,Tubulin	combo	-61	21	-30.424999999999997	26	50.0327868852459	89	PR-->PD
X-2082	LEE011	CDK4,CDK6,CDK4/6	single	-100	72	-63.88846153846154	100	100	100	CR
X-2082	LGH447	PIM	single	98.30000000000001	21	10.150000000000006	11	21.04007543611504	32	PD
X-2082	LLM871	FGFR2/4	single	424.70000000000005	21	104.85	11	5.3978282329713725	25	PD
X-2082	binimetinib	MAP2K1,MAP2K2,MAPK	single	-77.1	39	-61.26470588235294	60	100	100	PR-->-->PD
X-2082	paclitaxel	Tubulin	single	301.5	21	71.55000000000001	11	7.717607973421928	26	PD
X-2082	untreated	UNKNOWN,Untreated	single	66.19999999999999	21	29.224999999999994	11	24.05605786618445	45	PD
X-2082	LFW527 + binimetinib	IGF1R,MAP2K1,MAP2K2	combo	-63.1	38	-44.96666666666666	97	145	145	PR-->-->PD
X-2088	BGJ398	FGFR	single	431.20000000000005	18	109.06666666666669	14	11.152564956695537	18	PD
X-2088	BKM120	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	414.70000000000005	23	88.475	11	6.059171597633137	23	PD
X-2088	BKM120 + binimetinib	panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD	combo	316.8	11	139.5	11	7	11	PD
X-2088	BYL719	PIK3CA	single	341.3	20	146.625	15	4.374485596707819	22	PD
X-2088	BYL719 + LGH447	PIK3CA,PIM	combo	-48.1	91	-17.900000000000006	21	127	127	SD-->PD
X-2088	BYL719 + LJM716	PIK3CA,ERBB3,ERBB3,PIK3CA	combo	177.8	12	64.07999999999998	12	9.236234458259325	12	PD
X-2088	cetuximab	EGFR	single	1075.6	11	473.5333333333333	11	7	11	PD
X-2088	CGM097	MDM2	single	749.6	15	148.725	11	4.938381588715664	15	PD
X-2088	CKX620	MAPK	single	-69	49	-18.924999999999997	55	55	55	SD-->PD
X-2088	CLR457	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	332.4	11	154.6	11	7	11	PD
X-2088	HDM201	MDM2	single	257.9	24	69.6	15	5.830357142857142	28	PD
X-2088	erlotinib	EGFR	single	160.5	8	93.56666666666669	8	4	8	PD
X-2088	HSP990	HSP90	single	5.599999999999994	11	8.600000000000009	11	19.459737827715358	26	SD-->PD
X-2088	INC280	MET	single	195.60000000000002	11	109.63333333333335	11	7	11	PD
X-2088	LCL161 + paclitaxel	BIRC2,TUBB,Tubulin	combo	-95	14	-62.4	14	54.70926517571885	60	PR-->PD
X-2088	LEE011	CDK4,CDK6,CDK4/6	single	225.60000000000002	8	102.20000000000002	8	4.525587828492393	8	PD
X-2088	LGH447	PIM	single	-100	71	-55.722580645161294	128	7.065317387304507	128	CR
X-2088	LLM871	FGFR2/4	single	-100	21	-90.33793103448276	117	117	117	CR
X-2088	binimetinib	MAP2K1,MAP2K2,MAPK	single	266.7	11	160.93333333333334	11	7	11	PD
X-2088	untreated	UNKNOWN,Untreated	single	477.6	11	243.8	11	7	11	PD
X-2088	LFW527 + binimetinib	IGF1R,MAP2K1,MAP2K2	combo	765.8	5	392.0666666666666	5	4	5	PD
X-2094	BGJ398	FGFR	single	364.1	21	105.4	14	4	24	PD
X-2094	BKM120	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	315.1	21	62.18000000000001	14	10.747346072186836	24	PD
X-2094	BKM120 + binimetinib	panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD	combo	35.69999999999999	24	21.659999999999997	14	33.52054794520548	82	PD
X-2094	BYL719	PIK3CA	single	147.4	21	60.16	14	11.345291479820627	31	PD
X-2094	BYL719 + LGH447	PIK3CA,PIM	combo	124.6	21	12.579999999999998	14	17.700869565217392	31	PD
X-2094	BYL719 + LJM716	PIK3CA,ERBB3,ERBB3,PIK3CA	combo	115.1	28	75.94	14	9.543478260869566	46	PD
X-2094	cetuximab	EGFR	single	231.60000000000002	24	88.12	14	7.034722222222222	31	PD
X-2094	CGM097	MDM2	single	367.1	21	128.6	14	4.707070707070707	24	PD
X-2094	CKX620	MAPK	single	-29.599999999999994	35	24.033333333333346	40	7.507462686567165	82	SD-->PD
X-2094	CLR457	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	73.9	28	27.840000000000003	14	20.63888888888889	61	PD
X-2094	HDM201	MDM2	single	360.9	21	135	14	5.063636363636363	24	PD
X-2094	erlotinib	EGFR	single	494.29999999999995	20	102.88000000000002	13	6.260579064587972	20	PD
X-2094	HSP990	HSP90	single	141.6	28	109.26	14	4.171303074670571	61	PD
X-2094	INC280	MET	single	711.9	17	187.08000000000004	14	4	17	PD
X-2094	LCL161 + paclitaxel	BIRC2,TUBB,Tubulin	combo	292.1	21	80.84	14	6.799212598425196	46	PD
X-2094	LEE011	CDK4,CDK6,CDK4/6	single	215.7	21	64.85999999999999	14	11.463009143807149	38	PD
X-2094	LGH447	PIM	single	125.30000000000001	21	91.4	14	4	31	PD
X-2094	LLM871	FGFR2/4	single	373.2	17	142.95999999999998	14	4	17	PD
X-2094	binimetinib	MAP2K1,MAP2K2,MAPK	single	-100	35	-71.14666666666666	49	49	49	CR
X-2094	paclitaxel	Tubulin	single	-15.099999999999994	10	-6.97999999999999	14	40.882640586797066	61	SD-->PD
X-2094	untreated	UNKNOWN,Untreated	single	592.8	17	151.35999999999999	14	5.371268656716418	17	PD
X-2094	LFW527 + binimetinib	IGF1R,MAP2K1,MAP2K2	combo	-51.8	25	-17.14545454545454	32	45.069868995633186	57	SD-->PD
X-2127	LFW527 + everolimus	IGF1R,MTOR	combo	27.599999999999994	23	24.42	14	16.852614896988907	27	SD-->PD
X-2145	5FU	chemotherapy	single	89.4	41	41.525000000000006	13	18.03125	41	PD
X-2145	BKM120	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	-12.5	10	-5.099999999999994	19	60.945205479452056	75	SD-->PD
X-2145	BKM120 + LJC049	panPI3K,TNKS	combo	0.5	15	6.200000000000003	15	45.89333333333333	54	SD-->PD
X-2145	BYL719	PIK3CA	single	115.30000000000001	24	44	13	18.854545454545452	40	PD
X-2145	BYL719 + cetuximab	PIK3CA,EGFR	combo	158.7	24	6.800000000000011	13	17.413394919168592	40	PD
X-2145	BYL719 + cetuximab + encorafenib	PIK3CA,EGFR,BRAF	combo	-57	46	-32.400000000000006	61	100	100	PR-->-->PD
X-2145	BYL719 + encorafenib	PIK3CA,BRAF	combo	-82.2	37	-61.38461538461539	48	48	48	PR
X-2145	BYL719 + LJM716	PIK3CA,ERBB3,ERBB3,PIK3CA	combo	157.10000000000002	24	1.0499999999999972	13	19.85631349782293	40	PD
X-2145	BYL719 + binimetinib	PIK3CA,MAPK	combo	-68.3	46	-49.766666666666666	77	95	95	PR
X-2145	cetuximab	EGFR	single	292.9	20	79.375	15	7.916764361078545	36	PD
X-2145	cetuximab + encorafenib	EGFR,BRAF	combo	-15.099999999999994	19	-4.433333333333337	35	55.67826086956522	60	SD-->PD
X-2145	CGM097	MDM2	single	-42.3	19	-16.537499999999994	28	63	63	SD-->PD
X-2145	CKX620	MAPK	single	-43.7	77	-20.384	98	98	98	SD-->PD
X-2145	CLR457	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	13.099999999999994	24	24.51428571428572	28	46	52	SD
X-2145	HDM201	MDM2	single	-23.400000000000006	9	-17.962500000000006	30	75.17757009345794	79	SD-->PD
X-2145	LEE011	CDK4,CDK6,CDK4/6	single	56.599999999999994	28	51.03333333333333	12	45	45	PD
X-2145	encorafenib	BRAF	single	-10.299999999999997	14	0.2666666666666657	19	56.78842315369261	63	SD-->PD
X-2145	LJC049	TNKS	single	105.69999999999999	14	42.875	11	10.638668779714738	14	PD
X-2145	LKA136	NTRK1,NTRK2,NTRK3	single	359.4	24	98.82499999999999	13	4.991735537190083	40	PD
X-2145	binimetinib	MAP2K1,MAP2K2,MAPK	single	-44.6	39	-27.36363636363636	45	91	91	SD-->PD
X-2145	untreated	UNKNOWN,Untreated	single	192.60000000000002	24	83.025	13	6.4885496183206115	40	PD
X-2145	LFW527 + binimetinib	IGF1R,MAP2K1,MAP2K2	combo	-12.5	17	-4.016666666666666	17	46	46	SD-->PD
X-21617	LFW527 + binimetinib	IGF1R,MAP2K1,MAP2K2	combo	436.29999999999995	8	214.55	8	2.582561481954647	8	PD
X-2163	BKM120	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	-7.799999999999997	13	5.3799999999999955	13	45.87719298245614	55	SD-->PD
X-2163	BKM120 + encorafenib	panPI3K,BRAF,BRAF,PIK3CA,PIK3CB,PIK3CG,PIK3CD	combo	62.099999999999994	22	7	14	30	30	PD
X-2163	CGM097	MDM2	single	120.9	26	61.78	12	5.852878464818763	30	PD
X-2163	CLR457	PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K	single	52.69999999999999	20	10.040000000000006	12	27.66206896551724	37	PD
X-2163	dacarbazine	chemotherapy	single	-26.599999999999994	14	-11.64	14	14	14	SD
X-2163	LDE225	SMO	single	3.4000000000000057	10	3.5	13	32	32	SD-->PD
X-2163	LDK378	ALK	single	-24.5	35	-12.700000000000003	13	62	62	SD-->PD
X-2163	LEE011	CDK4,CDK6,CDK4/6	single	2.5999999999999943	9	3.0999999999999943	9	9	9	SD
X-2163	LEE011 + encorafenib	CDK4/6,BRAF,BRAF,CDK4,CDK6	combo	-33.400000000000006	14	-11.116666666666674	17	56	56	SD-->PD
X-2163	LEE011 + binimetinib	CDK4,CDK6,MAP2K1,MAP2K2,CDK4/6,MAPK	combo	-60.3	118	-30.723255813953486	201	218.421875	242	PR-->-->PD
X-2163	WNT974	PORCN	single	33.400000000000006	21	32.849999999999994	11	21	21	PD
X-2163	LGW813	IAP	single	138.5	23	70.35999999999999	13	7.593220338983051	35	PD
X-2163	encorafenib	BRAF	single	89.6	26	22.08	12	27.004830917874397	30	PD
X-2163	encorafenib + binimetinib	BRAF,MAP2K1,MAP2K2,MAPK	combo	100.30000000000001	22	20.700000000000003	14	21.950166112956808	30	PD
X-2163	binimetinib	MAP2K1,MAP2K2,MAPK	single	-17.599999999999994	9	-13.820000000000007	12	54.016597510373444	58	SD-->PD
